intent,mensaje,enlaces,frases
calidad_del_aire,"¿Es perjudicial la calidad del aire hoy en Bellavista?",["https://www.senamhi.gob.pe/calidad-aire/callao";"https://www.minsa.gob.pe/posta-bellavista"],["aire en Bellavista";"nivel de polución";"respirar aire contaminado"]
simulacro_fecha,"¿Los penales participarán del próximo simulacro nacional?",["https://www.inpe.gob.pe/prevencion";"https://www.indeci.gob.pe/simulacros-especiales"],["simulacro en cárceles";"evacuación controlada";"instituciones penitenciarias"]
obtener_pronostico,"¿Qué condiciones climáticas se esperan en Tocache por la tarde?",["https://www.senamhi.gob.pe/ciudad/tocache"],["Tocache";"clima vespertino";"temperatura tropical"]
alertas_meteorologicas,"¿Hay riesgo de desborde en el río Mantaro por lluvias intensas?",["https://www.senamhi.gob.pe/hidrologia/mantaro";"https://www.coen.gob.pe/alertas"],["río Mantaro";"caudal elevado";"alerta fluvial"]
plan_emergencia,"¿Cómo debo preparar mi taller mecánico en caso de un sismo?",["https://www.indeci.gob.pe/negocios-seguros";"https://www.defensacivil.gob.pe/lima-metropolitana"],["sismo en taller";"protección de materiales";"prevención en negocios"]
reportar_evento,"La pista de ingreso a Luricocha ha cedido por el lodo. ¿A quién aviso?",["https://www.regionhuanta.gob.pe/reportes";"https://www.gob.pe/119"],["colapso vial";"Luricocha";"inestabilidad de terreno"]
refugios_cercanos,"¿Dónde se ubica el refugio designado más cercano a Nuevo Chimbote?",["https://www.munichimbote.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/zonas-norte"],["refugio en Nuevo Chimbote";"resguardo costero";"zona urbana"]
rutas_evacuacion,"¿Qué rutas están señalizadas en el Cerro San Cristóbal para evacuación?",["https://www.municipiolima.gob.pe/evacuacion-cerros";"https://www.defensacivil.gob.pe/rutas"],["cerro San Cristóbal";"salida en pendiente";"evacuación urbana"]
explicar_tipo_desastre,"¿Qué diferencia hay entre aluvión y huaico?",["https://www.gob.pe/indeci/tipos-de-desastres";"https://www.senamhi.gob.pe/glosario"],["aluvión";"huaico";"tipología geológica"]
recomendar_medidas,"Estoy en un segundo piso de adobe en Pampas. ¿Qué hacer ante un sismo?",["https://www.regionhuancavelica.gob.pe/riesgo";"https://www.indeci.gob.pe/vivienda-adobe"],["vivienda vulnerable";"Pampas";"terremoto"]
calidad_del_aire,"¿El aire en zonas industriales de Chiclayo presenta riesgos hoy?",["https://www.senamhi.gob.pe/calidad-aire/lambayeque";"https://www.diresalach.gob.pe/aire"],["aire en Chiclayo";"zona industrial";"alerta contaminante"]
simulacro_fecha,"¿El simulacro incluirá zonas fluviales como Nauta?",["https://www.regionloreto.gob.pe/simulacros";"https://www.indeci.gob.pe/amazonia"],["simulacro fluvial";"zona vulnerable";"plan de evacuación"]
saludo,"Saludos desde Jaén. ¿Tienes datos del clima por aquí?",[],[]
despedida,"Ya resolví mis dudas, nos vemos pronto, gracias por la ayuda.",[],[]
intencion_desconocida,"¿El viento puede llevar mis preocupaciones lejos?",[],[]
lenguaje_inapropiado,"Este bot me estresa más que un huaico sin aviso",["https://www.gob.pe/convivencia-escolar"],["lenguaje frustrado";"reacción exagerada";"canal de respeto"]
ayuda,"¿Puedo recibir notificaciones de alerta por WhatsApp si vivo en Tingo María?",["https://www.indeci.gob.pe/alertas-digitales";"https://www.regionhuanuco.gob.pe/notificaciones"],["alertas por WhatsApp";"Tingo María";"comunicación temprana"]
obtener_pronostico,"¿Cuál será la sensación térmica esta noche en Ilave?",["https://www.senamhi.gob.pe/ciudad/ilave"],["sensación térmica";"Ilave";"frío nocturno"]
alertas_meteorologicas,"¿Hay probabilidad de heladas en Vilcashuamán este fin de semana?",["https://www.senamhi.gob.pe/ayacucho-alertas";"https://www.coen.gob.pe/vilcashuaman"],["heladas en Ayacucho";"zona altoandina";"descenso térmico"]
plan_emergencia,"¿Cómo adecuo un plan familiar si vivo en una zona sin agua potable?",["https://www.indeci.gob.pe/agua-emergencias";"https://www.gob.pe/plan-familiar"],["plan sin recursos básicos";"prevención familiar";"zona sin acceso"]
reportar_evento,"Hay humo denso saliendo del bosque de Capinota en Puno.",["https://www.gob.pe/119";"https://www.regionpuno.gob.pe/incendios"],["humo forestal";"incendio forestal";"Capinota"]
refugios_cercanos,"¿Hay un refugio habilitado cerca del terminal terrestre de Juliaca?",["https://www.munijuliaca.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/refugios-altiplano"],["refugio Juliaca";"zona terminal";"prevención urbana"]
rutas_evacuacion,"¿Cuál es la mejor ruta si hay huaico en la carretera a Cieneguilla?",["https://www.gob.pe/mtc-alertas";"https://www.defensacivil.gob.pe/lima-este"],["ruta alternativa";"huaico en carretera";"evacuación vial"]
explicar_tipo_desastre,"¿Qué es el estrés térmico y cómo afecta en verano?",["https://www.senamhi.gob.pe/estres-termico";"https://www.minsa.gob.pe/clima-y-salud"],["estrés por calor";"riesgo térmico";"verano"]
obtener_pronostico,"¿Qué temperatura se espera en Chachapoyas durante la madrugada?",["https://www.senamhi.gob.pe/ciudad/chachapoyas"],["pronóstico nocturno";"clima en Chachapoyas";"temperatura mínima"]
alertas_meteorologicas,"¿Está activa alguna alerta por crecida del río Mayo?",["https://www.senamhi.gob.pe/hidrologia/sanmartin";"https://www.coen.gob.pe/alertas"],["alerta fluvial";"río Mayo";"crecida peligrosa"]
plan_emergencia,"¿Hay protocolos específicos para centros para niños con autismo?",["https://www.indeci.gob.pe/protocolos-inclusion";"https://www.minsa.gob.pe/autismo"],["emergencia inclusiva";"plan para niños TEA";"prevención adaptada"]
reportar_evento,"Las escaleras de acceso al parque en Cieneguilla están inestables tras la lluvia.",["https://www.municieneguilla.gob.pe/emergencias";"https://www.gob.pe/119"],["infraestructura afectada";"Cieneguilla";"escaleras inestables"]
refugios_cercanos,"¿Dónde puedo ir si estoy en Punta Hermosa y hay sismo?",["https://www.indeci.gob.pe/refugios-lima-sur";"https://www.munipunta.gob.pe/zonas-seguras"],["refugios en Punta Hermosa";"resguardo costero";"zona turística"]
rutas_evacuacion,"¿Qué ruta recomiendan si ocurre un deslizamiento en Huariaca?",["https://www.regionpasco.gob.pe/defensa-civil";"https://www.indeci.gob.pe/zonas-seguras"],["evacuación en Huariaca";"deslizamiento en altura";"ruta segura"]
explicar_tipo_desastre,"¿Qué es el fenómeno de inversión térmica y dónde sucede?",["https://www.senamhi.gob.pe/fenomenos-termicos"],["inversión térmica";"aire frío atrapado";"contaminación atmosférica"]
recomendar_medidas,"Estoy en una feria en Abancay y empezó una tormenta súbita. ¿Qué hago?",["https://www.indeci.gob.pe/eventos-masivos";"https://www.regionapurimac.gob.pe/alerta"],["tormenta súbita";"prevención colectiva";"feria en Abancay"]
calidad_del_aire,"¿El aire es saludable hoy en el cercado de Huánuco?",["https://www.senamhi.gob.pe/calidad-aire/huanuco";"https://www.diresahuanuco.gob.pe/"],["calidad del aire en Huánuco";"niveles de partículas";"respiración segura"]
simulacro_fecha,"¿Los centros comerciales de Piura participarán del simulacro este mes?",["https://www.indeci.gob.pe/simulacros-piura";"https://www.regionpiura.gob.pe/prevencion"],["simulacro comercial";"centros de Piura";"fecha oficial"]
obtener_pronostico,"¿Harán vientos fuertes en Arequipa por la tarde?",["https://www.senamhi.gob.pe/ciudad/arequipa"],["vientos fuertes";"Arequipa";"pronóstico por horas"]
alertas_meteorologicas,"¿Hay alerta meteorológica activa en Satipo por lluvias?",["https://www.senamhi.gob.pe/selva-central";"https://www.coen.gob.pe/satipo"],["lluvias en Satipo";"alerta vigente";"selva central"]
plan_emergencia,"¿Cómo planificar una evacuación en una vivienda multifamiliar?",["https://www.indeci.gob.pe/plan-multifamiliar"],["edificio residencial";"plan compartido";"coordinación vecinal"]
reportar_evento,"Un canal de riego en Querecotillo está rebalsando.",["https://www.gob.pe/119";"https://www.regionpiura.gob.pe/alerta"],["rebalse en Querecotillo";"agua de riego";"emergencia agrícola"]
refugios_cercanos,"¿Hay zonas seguras identificadas en Punta Negra para sismos?",["https://www.munipuntanegra.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["refugios en Punta Negra";"costas de Lima";"evacuación rápida"]
rutas_evacuacion,"¿Qué ruta puedo tomar si ocurre huaico en Huayllay?",["https://www.regionpasco.gob.pe/zonas-seguras";"https://www.coen.gob.pe/alertas"],["evacuación en Huayllay";"huaico";"prevención distrital"]
explicar_tipo_desastre,"¿Qué es el granizo severo y cómo reconocerlo?",["https://www.senamhi.gob.pe/granizo";"https://www.indeci.gob.pe"],["granizo severo";"evento extremo";"formación rápida"]
recomendar_medidas,"Estoy en una zona rural de Loreto y hay riesgo de desborde.",["https://www.regionloreto.gob.pe/alerta-hidrologica";"https://www.indeci.gob.pe/fluvial"],["desborde Loreto";"río amazónico";"prevención rural"]
calidad_del_aire,"¿Cuáles son los niveles de dióxido de azufre en Ilo hoy?",["https://www.senamhi.gob.pe/calidad-aire/ilo";"https://www.regionmoquegua.gob.pe/salud"],["contaminación por SO₂";"aire en Ilo";"zona industrial"]
simulacro_fecha,"¿El simulacro incluirá comunidades nativas en Ucayali?",["https://www.regionucayali.gob.pe/indeci";"https://www.indeci.gob.pe/amazonia"],["simulacro intercultural";"comunidades indígenas";"Ucayali"]
obtener_pronostico,"¿Se esperan neblinas densas en la Costa Verde esta noche?",["https://www.senamhi.gob.pe/lima-oeste"],["neblina en Costa Verde";"condiciones nocturnas";"visibilidad reducida"]
alertas_meteorologicas,"¿Se mantiene la alerta por friaje en Madre de Dios?",["https://www.senamhi.gob.pe/friaje";"https://www.coen.gob.pe/madre-de-dios"],["friaje en selva";"temperaturas bajas";"riesgo respiratorio"]
plan_emergencia,"¿Qué artículos especiales se recomiendan para zonas con cortes frecuentes de luz?",["https://www.indeci.gob.pe/mochila"],["linterna";"baterías";"radio manual";"zonas sin energía"]
reportar_evento,"El puente artesanal de acceso a San Pedro de Cajas está dañado.",["https://www.regionjunin.gob.pe/infraestructura";"https://www.gob.pe/119"],["puente rural dañado";"acceso interrumpido";"emergencia estructural"]
refugios_cercanos,"Estoy en el mercado mayorista de Santa Anita. ¿Hay refugios cercanos?",["https://www.munisantaanita.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/mercados"],["refugio Santa Anita";"emergencia en mercado";"zona segura"]
rutas_evacuacion,"¿Qué vía debo seguir si evacuo desde una zona agrícola de Cutervo?",["https://www.regioncajamarca.gob.pe/evacuacion";"https://www.indeci.gob.pe/rural"],["evacuación rural";"zona agrícola";"Cutervo"]
explicar_tipo_desastre,"¿Qué es una vaguada altiplánica y cómo impacta el clima?",["https://www.senamhi.gob.pe/altiplano";"https://www.coen.gob.pe/fenomenos"],["vaguada";"precipitación súbita";"Andes sur"]
recomendar_medidas,"Estoy en un colegio especial. ¿Qué cuidados extras aplicar ante simulacro?",["https://www.minedu.gob.pe/emergencias-inclusion";"https://www.indeci.gob.pe/escuelas"],["colegios inclusivos";"adaptación preventiva";"simulacro educativo"]
calidad_del_aire,"¿Cómo influye el polvo del aeropuerto en el aire de El Callao?",["https://www.senamhi.gob.pe/callao";"https://www.minsa.gob.pe"],["partículas suspendidas";"aeropuerto Jorge Chávez";"zona crítica"]
simulacro_fecha,"¿En Simbal se hará simulacro por movimientos en masa?",["https://www.regionlalibertad.gob.pe/simulacros";"https://www.indeci.gob.pe"],["Simbal";"deslizamientos";"prevención distrital"]
saludo,"¡Buenas tardes! ¿Tienes novedades sobre alertas en Huanta?",[],[]
despedida,"Perfecto, agradezco la orientación. Me retiro por ahora.",[],[]
intencion_desconocida,"¿Las nubes bailan cuando nadie las ve?",[],[]
obtener_pronostico,"¿Habrá tormentas en Cañete este sábado por la tarde?",["https://www.senamhi.gob.pe/ciudad/cañete"],["pronóstico en Cañete";"tormentas sabatinas";"alerta distrital"]
alertas_meteorologicas,"¿Existe alerta activa en La Oroya por vientos?",["https://www.senamhi.gob.pe/junin";"https://www.coen.gob.pe/alertas"],["viento en La Oroya";"alerta en sierra central";"condiciones adversas"]
plan_emergencia,"¿Cómo se adapta un plan para familias en casas de esteras?",["https://www.indeci.gob.pe/plan-familiar";"https://www.gob.pe/vivienda-emergencia"],["plan en vivienda precaria";"emergencia barrial";"estructura vulnerable"]
reportar_evento,"Un árbol cayó sobre un poste en el barrio Vista Alegre (Camaná).",["https://www.gob.pe/119";"https://www.regionarequipa.gob.pe/emergencias"],["accidente por viento";"Vista Alegre";"riesgo urbano"]
refugios_cercanos,"¿Dónde resguardarse en Pachacútec si ocurre un sismo?",["https://www.regioncallao.gob.pe/zonas-seguras";"https://www.municallao.gob.pe/emergencias"],["refugio en Pachacútec";"zona urbana norte";"prevención sísmica"]
rutas_evacuacion,"¿Qué ruta puedo tomar en caso de huaico en Saylla?",["https://www.regioncusco.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["evacuación en Saylla";"vía segura";"zona de riesgo"]
explicar_tipo_desastre,"¿Qué impacto tiene una marea de tormenta en la costa peruana?",["https://www.imarpe.gob.pe/mareas";"https://www.coen.gob.pe/fenomenos-marinos"],["marea de tormenta";"oleaje extremo";"costas vulnerables"]
recomendar_medidas,"Estoy en una zona de tajo abierto en Pasco. ¿Cómo protegerme en caso de lluvia?",["https://www.regionpasco.gob.pe/mineria-segura";"https://www.indeci.gob.pe"],["tajo minero";"lluvias intensas";"medidas preventivas"]
calidad_del_aire,"¿Hay riesgo por ozono troposférico en Jesús María hoy?",["https://www.senamhi.gob.pe/calidad-aire/lima";"https://www.minsa.gob.pe/jesus-maria"],["aire en Jesús María";"ozono troposférico";"riesgo en salud"]
simulacro_fecha,"¿Se hará simulacro en el Parque Zonal Huiracocha este trimestre?",["https://www.munisanjuan.gob.pe/simulacros";"https://www.indeci.gob.pe/lima-este"],["simulacro en SJL";"espacios públicos";"actividad preventiva"]
obtener_pronostico,"¿Lloverá durante la noche en Talavera?",["https://www.senamhi.gob.pe/ciudad/talavera"],["lluvia nocturna";"pronóstico local";"clima en Apurímac"]
alertas_meteorologicas,"¿Hay advertencias por calor extremo en Zaña?",["https://www.senamhi.gob.pe/lambayeque";"https://www.coen.gob.pe/alertas"],["alerta por calor";"clima en Zaña";"riesgo térmico"]
plan_emergencia,"¿Qué deben considerar las personas con movilidad reducida en zonas sin rampas?",["https://www.indeci.gob.pe/inclusion-emergencias";"https://www.conadisper.gob.pe"],["evacuación accesible";"discapacidad y prevención";"entorno no adaptado"]
reportar_evento,"Un canal colapsó en Alto Selva Alegre y afecta varias viviendas.",["https://www.regionarequipa.gob.pe/defensa-civil";"https://www.gob.pe/119"],["desborde urbano";"colapso hídrico";"Alto Selva Alegre"]
refugios_cercanos,"¿Hay albergues designados en caso de sismo en San Sebastián?",["https://www.regioncusco.gob.pe/refugios";"https://www.munisansebastian.gob.pe/prevencion"],["refugio en San Sebastián";"plan distrital";"zona segura"]
rutas_evacuacion,"Trabajo en una fábrica de ollas en Huanta. ¿Dónde evacuar en emergencia?",["https://www.regionayacucho.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/empresas"],["evacuación industrial";"seguridad laboral";"Huanta"]
explicar_tipo_desastre,"¿Qué es un evento de subsidencia atmosférica?",["https://www.senamhi.gob.pe/fenomenos/subsidencia";"https://www.coen.gob.pe"],["subsidencia";"aire descendente";"estabilidad térmica"]
recomendar_medidas,"Durante el Inti Raymi en Cusco, ¿qué hago si ocurre un sismo?",["https://www.regioncusco.gob.pe/prevencion";"https://www.indeci.gob.pe/eventos-masivos"],["evacuación en evento cultural";"Inti Raymi";"protocolo colectivo"]
calidad_del_aire,"¿Cómo afecta el hollín en San Clemente a la salud infantil?",["https://www.senamhi.gob.pe/calidad-aire/ica";"https://www.minsa.gob.pe/pisco"],["partículas negras";"hollín en San Clemente";"afectación respiratoria"]
simulacro_fecha,"¿Hay simulacro programado en Vichayal este mes?",["https://www.regionpiura.gob.pe/simulacros";"https://www.indeci.gob.pe"],["simulacro distrital";"prevención local";"Vichayal"]
saludo,"Hola, ¿puedes informarme sobre condiciones en Oxamarca?",[],[]
despedida,"Eso sería todo. Gracias por la orientación sobre Lamas.",[],[]
intencion_desconocida,"¿Puede un río sentirse desbordado por dentro?",[],[]
lenguaje_inapropiado,"Esto es pura pérdida de tiempo, me harté",["https://www.gob.pe/convivencia-escolar"],["uso frustrado";"lenguaje despectivo";"reacción agresiva"]
ayuda,"¿Esta app sirve también si vivo en Challhuahuacho?",["https://www.regionapurimac.gob.pe/defensa-civil";"https://www.indeci.gob.pe"],["acceso regional";"emergencias en Challhuahuacho";"uso por zona"]
obtener_pronostico,"¿Se prevé niebla en la sierra de Cajabamba mañana temprano?",["https://www.senamhi.gob.pe/alertas/cajabamba"],["niebla matinal";"sierra norte";"pronóstico local"]
alertas_meteorologicas,"¿Riesgo por tormenta eléctrica en Aucayacu?",["https://www.senamhi.gob.pe/ucayali";"https://www.coen.gob.pe/alertas"],["tormenta en Aucayacu";"descargas atmosféricas";"alerta activa"]
plan_emergencia,"¿Qué hacer si solo vivo con mascotas y hay huaico?",["https://www.indeci.gob.pe/mochila";"https://www.gob.pe/mascotas"],["evacuación con animales";"prevención individual";"hogar unipersonal"]
reportar_evento,"Un poste de alumbrado se inclinó en la Av. Los Incas (Yarabamba).",["https://www.regionarequipa.gob.pe/emergencias";"https://www.gob.pe/119"],["postes caídos";"zona urbana Yarabamba";"riesgo estructural"]
refugios_cercanos,"¿Dónde puedo refugiarme si estoy en el hospital de Puno?",["https://www.regionpuno.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/refugios-puno"],["refugios hospitalarios";"zona crítica";"Puno"]
rutas_evacuacion,"¿Cuál es la salida más segura desde Mirador Alto Huaral?",["https://www.munihuaral.gob.pe/zonas-seguras";"https://www.indeci.gob.pe"],["evacuación en laderas";"salida peatonal";"Alto Huaral"]
explicar_tipo_desastre,"¿Qué es una corriente descendente por lluvia?",["https://www.senamhi.gob.pe/fenomenos-severos";"https://www.coen.gob.pe"],["microburst";"corriente severa";"viento descendente"]
recomendar_medidas,"Vivo cerca a un botadero informal. ¿Qué hacer si llueve fuerte?",["https://www.regionlambayeque.gob.pe/alerta-lluvias";"https://www.indeci.gob.pe"],["lluvias en vertedero";"zona contaminada";"riesgo sanitario"]
obtener_pronostico,"¿Cómo estará el clima este jueves en Moho?",["https://www.senamhi.gob.pe/ciudad/moho"],["temperatura en Moho";"clima jueves";"pronóstico local"]
alertas_meteorologicas,"¿Hay alerta activa en la provincia de Tocache por lluvias?",["https://www.senamhi.gob.pe/alertas/sanmartin";"https://www.coen.gob.pe/sanmartin"],["alerta Tocache";"lluvias intensas";"zona selva"]
plan_emergencia,"¿Qué debe incluir una mochila de emergencia en clima de montaña?",["https://www.indeci.gob.pe/mochila-alta-montaña"],["mochila montañosa";"emergencia en altura";"condiciones frías"]
reportar_evento,"La carretera a Cajatambo tiene un derrumbe. ¿A quién aviso?",["https://www.regionlima.gob.pe/vialidad";"https://www.gob.pe/119"],["derrumbe vial";"carretera afectada";"Cajatambo"]
refugios_cercanos,"¿Dónde puedo ir si hay desborde del río Locumba?",["https://www.regiontacna.gob.pe/zonas-seguras";"https://www.indeci.gob.pe/refugios-tacna"],["río Locumba";"refugio Tacna";"zona ribereña"]
rutas_evacuacion,"¿Qué ruta usar si hay emergencia en el parque industrial de Pucallpa?",["https://www.regionucayali.gob.pe/evacuacion-industrial"],["ruta parque industrial";"evacuación Pucallpa";"prevención urbana"]
explicar_tipo_desastre,"¿Qué es una vaguada húmeda y cómo influye en el clima?",["https://www.senamhi.gob.pe/fenomenos/vaguada";"https://www.coen.gob.pe"],["vaguada húmeda";"formación de lluvias";"clima tropical"]
recomendar_medidas,"Estoy en una zona alta de Caraz y se activó alerta naranja. ¿Qué hago?",["https://www.regionancash.gob.pe/alertas";"https://www.indeci.gob.pe"],["alerta naranja";"zona alta Caraz";"prevención inmediata"]
calidad_del_aire,"¿Cómo afecta el polvo de obra pública en Villa María del Triunfo?",["https://www.senamhi.gob.pe/calidad-aire/lima-sur";"https://www.minsa.gob.pe/vmt"],["polvo urbano";"obras públicas";"calidad del aire"]
simulacro_fecha,"¿Se realizará simulacro por huaico en Viso, Huaral?",["https://www.munihuaral.gob.pe/simulacro";"https://www.indeci.gob.pe/huaycos"],["simulacro Viso";"prevención por huaico";"evacuación comunitaria"]
obtener_pronostico,"¿Harán calor extremo en El Algarrobal esta semana?",["https://www.senamhi.gob.pe/ciudad/algarrobal"],["ola de calor";"clima extremo";"El Algarrobal"]
alertas_meteorologicas,"¿Existen alertas vigentes por niebla densa en la costa de Chimbote?",["https://www.senamhi.gob.pe/avisos-costasur";"https://www.coen.gob.pe/chimbote"],["niebla en Chimbote";"alerta de visibilidad";"zona costera"]
plan_emergencia,"¿Qué indicaciones debe tener una radio en la mochila de emergencia?",["https://www.indeci.gob.pe/mochila"],["radio portátil";"pilas adicionales";"comunicación segura"]
reportar_evento,"Un árbol bloquea la entrada al colegio en San Francisco de Asís, Amazonas.",["https://www.regionamazonas.gob.pe/defensa-civil";"https://www.gob.pe/119"],["obstrucción escolar";"árbol caído";"riesgo inmediato"]
refugios_cercanos,"¿Dónde están los puntos de encuentro seguros en Reque?",["https://www.regionlambayeque.gob.pe/zonas-seguras"],["refugios en Reque";"reunión segura";"prevención distrital"]
rutas_evacuacion,"Estoy en una embarcación en el río Ucayali. ¿Hay rutas seguras?",["https://www.dicapi.mil.pe/evacuacion-riberena"],["ruta fluvial segura";"emergencia en río";"evacuación acuática"]
explicar_tipo_desastre,"¿Qué son los lahares volcánicos y afectan Perú?",["https://www.igp.gob.pe/lahares";"https://www.indeci.gob.pe/volcanes"],["lahar";"flujo volcánico";"regiones de peligro"]
recomendar_medidas,"Estoy en una iglesia de piedra en Ayaviri y acaba de temblar.",["https://www.regionpuno.gob.pe/proteccion-edificaciones";"https://www.indeci.gob.pe"],["estructura antigua";"temblor Ayaviri";"evacuación histórica"]
calidad_del_aire,"¿El humo de la quema agrícola en Huando afecta la salud?",["https://www.senamhi.gob.pe/calidad-aire/huaral";"https://www.minsa.gob.pe/huando"],["quema agrícola";"humo rural";"impacto respiratorio"]
simulacro_fecha,"¿En qué fecha será el simulacro en zonas francas de Tacna?",["https://www.regiontacna.gob.pe/simulacro";"https://www.indeci.gob.pe"],["simulacro en zonas francas";"Tacna logística";"ensayo oficial"]
obtener_pronostico,"¿Va a llover fuerte en Pozuzo el viernes por la noche?",["https://www.senamhi.gob.pe/ciudad/pozuzo"],["lluvia nocturna en Pozuzo";"precipitación intensa";"selva alta"]
alertas_meteorologicas,"¿Está activa alguna alerta por rayos en Bagua Grande?",["https://www.senamhi.gob.pe/alertas/amazonas";"https://www.coen.gob.pe"],["alerta por rayos";"tormenta en Bagua";"descargas eléctricas"]
plan_emergencia,"¿Cómo coordinar un plan de evacuación en una losa deportiva?",["https://www.indeci.gob.pe/espacios-publicos"],["evacuación en losa";"evento deportivo";"seguridad colectiva"]
reportar_evento,"El canal de agua en Samanco está rebasando. ¿A quién informo?",["https://www.regionancash.gob.pe/infraestructura";"https://www.gob.pe/119"],["rebalse de canal";"agua superficial";"emergencia agrícola"]
refugios_cercanos,"Estoy de visita en Pozopampa. ¿Hay refugios ante lluvias torrenciales?",["https://www.regionla-libertad.gob.pe/refugios";"https://www.indeci.gob.pe/lluvias"],["refugio Pozopampa";"intensidad pluvial";"prevención remota"]
rutas_evacuacion,"¿Qué ruta seguir si hay deslizamiento cerca del Mirador de Sicaya?",["https://www.regionjunin.gob.pe/evacuacion";"https://www.indeci.gob.pe"],["mirador Sicaya";"riesgo geológico";"salida segura"]
explicar_tipo_desastre,"¿Qué es un evento convectivo aislado?",["https://www.senamhi.gob.pe/convectivo";"https://www.coen.gob.pe/fenomenos"],["evento aislado";"tormenta puntual";"clima local"]
recomendar_medidas,"¿Qué hacer si hay tormenta eléctrica mientras estoy en una cancha?",["https://www.indeci.gob.pe/tormentas";"https://www.gob.pe/defensa-civil"],["evacuación campo abierto";"riesgo eléctrico";"zona deportiva"]
calidad_del_aire,"¿La bruma en la playa de Atico afecta la calidad del aire?",["https://www.senamhi.gob.pe/calidad-aire/arequipa";"https://www.minsa.gob.pe/atico"],["bruma marina";"aire costero";"salud respiratoria"]
simulacro_fecha,"¿Cuándo será el simulacro de fin de año en centros penitenciarios?",["https://www.inpe.gob.pe/simulacros";"https://www.indeci.gob.pe"],["simulacro INPE";"centros penitenciarios";"fin de año"]
saludo,"¡Hola! ¿Puedes ayudarme con las condiciones en Huac-Huas?",[],[]
despedida,"Gracias por toda la orientación. Regresaré si tengo más dudas.",[],[]
intencion_desconocida,"¿Los rayos saben que están encendiendo el cielo?",[],[]
lenguaje_inapropiado,"No me sirve esta cosa. Mejor me informo en la TV.",["https://www.gob.pe/convivencia-escolar"],["expresión negativa";"preferencia externa";"reacción frustrada"]
ayuda,"¿Esta plataforma da avisos también en lenguaje Quechua?",["https://www.indeci.gob.pe/multilingue";"https://www.gob.pe/cultura"],["servicio multilingüe";"acceso indígena";"idiomas originarios"]
obtener_pronostico,"¿Se esperan precipitaciones en Pomabamba esta noche?",["https://www.senamhi.gob.pe/ciudad/pomabamba"],["lluvia en Pomabamba";"pronóstico nocturno";"clima en Ancash"]
alertas_meteorologicas,"¿Existe una alerta por vientos en Pampas de San Juan?",["https://www.coen.gob.pe/lima-sur";"https://www.senamhi.gob.pe/alertas"],["vientos fuertes";"zona sur de Lima";"alerta climática"]
plan_emergencia,"¿Qué pasos seguir para proteger archivos físicos durante un desastre?",["https://www.indeci.gob.pe/plan-familiar";"https://www.gob.pe/indeci"],["documentación segura";"protección de archivos";"emergencia documental"]
reportar_evento,"Se partió una vía en Marangani tras las lluvias. ¿Dónde informo?",["https://www.regioncusco.gob.pe/reportes";"https://www.gob.pe/119"],["daño vial";"fractura por lluvia";"emergencia en Marangani"]
refugios_cercanos,"¿Qué zonas seguras hay en el campus de la Universidad Agraria?",["https://www.unalm.edu.pe/prevencion";"https://www.indeci.gob.pe"],["evacuación universitaria";"refugio en La Molina";"campus seguro"]
rutas_evacuacion,"¿Cuál es la salida más rápida desde la estación Caja de Agua?",["https://www.atu.gob.pe/prevencion";"https://www.defensacivil.gob.pe/lima-este"],["evacuación en transporte";"Caja de Agua";"zona de riesgo"]
explicar_tipo_desastre,"¿Qué es el efecto chorros de bajo nivel?",["https://www.senamhi.gob.pe/fenomenos/chorros";"https://www.coen.gob.pe"],["chorros de viento";"viento zonal";"clima dinámico"]
recomendar_medidas,"Estoy en la Plaza Mayor de Trujillo y se emite una alerta sísmica.",["https://www.regionlalibertad.gob.pe/prevencion";"https://www.indeci.gob.pe"],["alerta sísmica";"zona céntrica";"evacuación pública"]
calidad_del_aire,"¿Cómo afecta el aire de la zona industrial de Arequipa a personas asmáticas?",["https://www.senamhi.gob.pe/calidad-aire/arequipa";"https://www.minsa.gob.pe/respira"],["asma e industria";"aire contaminado";"zona metropolitana"]
simulacro_fecha,"¿Habrá un simulacro de emergencia en la línea 1 del metro de Lima?",["https://www.atu.gob.pe/simulacros";"https://www.indeci.gob.pe"],["prevención en transporte";"ensayo en metro";"Lima Metropolitana"]
obtener_pronostico,"¿Hará frío en la madrugada en Oyón esta semana?",["https://www.senamhi.gob.pe/ciudad/oyon"],["temperatura mínima";"frío en Oyón";"pronóstico semanal"]
alertas_meteorologicas,"¿Existe una advertencia por tormenta sobre Atalaya?",["https://www.senamhi.gob.pe/ucayali";"https://www.coen.gob.pe"],["tormenta en Atalaya";"alerta selva central";"descargas eléctricas"]
plan_emergencia,"¿Cómo armo un plan de evacuación si vivo cerca de una cantera?",["https://www.indeci.gob.pe/zonas-mineras";"https://www.gob.pe/indeci"],["cantera activa";"prevención por deslizamientos";"plan familiar"]
